No,15,ReferendumTypeCode,PrimaryContactId,AgencyCode,AgencyName,VoteDate, Amount ,ReferendaContact,YesVotes,NoVotes,ReferendumStatusCode,IsCertificationReceived,IsDpiReviewed,BriefDescription,FullDescription,ModifiedDate
82,6020,issue Debt,,3787,Mosinee School District,"Tuesday, November 5, 2024"," $ 19,750,000.00 ",Rodney Huther,5357,2932,Passed,,,"$19,750,000 for the purpose of paying the cost of improvements, renovations and additions to the middle/high school building including updates and additions to the career and technical education learning areas; constructing a secured entrance to the high school; updating and replacing technology infrastructure; constructing new","BE IT RESOLVED by the School Board of the School District of Mosinee, Marathon County, Wisconsin, that there shall be issued, pursuant to Chapter 67, Wisconsin Statutes, General Obligation Bonds in an amount not to exceed $19,750,000 for the purpose of paying the cost of improvements, renovations and additions to the middle/high school building including updates and additions to the career and technical education learning areas; constructing a secured entrance to the high school; updating and replacing technology infrastructure; constructing new locker rooms and remodeling the existing locker rooms into classrooms and learning areas; constructing a new high school kitchen and cafeteria and remodeling the existing kitchen and cafeteria into a possible community fitness center; and equipment acquisition related to said projects.",
83,5945,Issue Debt,,3794,Mount Horeb Area School District,"Tuesday, November 5, 2024"," $ 34,000,000.00 ",Scott DeYoung,5360,3216,Passed,,,"General obligation bonds in an amount not to exceed $34,000,000 for capital projects","Shall the Mount Horeb Area School District, Dane and Iowa Counties, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $34,000,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of: construction of additions and renovations at the Primary Center, including for classrooms and academic space, a gymnasium, secure entrance and office, and to convert the existing gymnasium into a cafeteria/kitchen; site, playground, parking and traffic flow improvements at the Primary Center; demolition of the Early Learning Center and related site improvements; other capital and building infrastructure improvements at district facilities; and acquisition of furnishings, fixtures and equipment?",
84,6060,Issue Debt,,3822,Mukwonago School District,"Tuesday, November 5, 2024"," $ 89,100,000.00 ",Thomas Karthausser,10359,9956,Passed,,, Construction of an addition and renovations to Park View Middle School building ,"Shall the Mukwonago Area School District, Waukesha and Walworth Counties, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $89,100,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of an addition and renovations to the Park View Middle School building and demolition of a portion of the existing building; district-wide capital maintenance, infrastructure and site improvements; and acquisition of furnishings, fixtures and equipment?",
85,6030,Non-Recurring Referendum,,3969,Niagara School District,"Tuesday, November 5, 2024"," $ 3,000,000.00 ",Shawna Lindow,746,653,Passed,,,"Non-recurring referendum to exceed the revenue limit by $600,000 for the 2024-2025 school year, $700,000 for the 2025-2026 school year, $800,000 for the 2026-2027 ","BE IT RESOLVED by the School Board of the School District of Niagara, Marinette County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $600,000 for the 2024-2025 school year, by $700,000 for the 2025-2026 school year, by $800,000 for the 2026-2027 school year and by $900,000 for the 2027-2028 school year, for non-recurring purposes consisting of expenses for educational programming, student opportunities and operations.",
86,6069,Non-Recurring Referendum,,3983,North Fond du Lac School District,"Tuesday, November 5, 2024"," $ 12,400,000.00 ",Maria Putzer,2320,2413,Failed,,,"Shall the School District of North Fond du Lac, Fond du Lac County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,100,000 for the 2024-2025 school year, by $2,500,000 for the 2025-2026 school year, by $2,700,000 for the 2026-2027 school year, by $2,900,000 for the 2027-2028 school year and by $3,200,000 for the 2028-2029 school year, for non-recurring purposes consisting of operational and maintenance expenses, including for continued safety, current programs and services, and to operate additional space?","Shall the School District of North Fond du Lac, Fond du Lac County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,100,000 for the 2024-2025 school year, by $2,500,000 for the 2025-2026 school year, by $2,700,000 for the 2026-2027 school year, by $2,900,000 for the 2027-2028 school year and by $3,200,000 for the 2028-2029 school year, for non-recurring purposes consisting of operational and maintenance expenses, including for continued safety, current programs and services and to operate additional space?",
87,6062,Non-Recurring Referendum,,1945,Northern Ozaukee School District,"Tuesday, November 5, 2024"," $ 4,400,000.00 ",Josh McDaniel,1889,1764,Passed,,,"To exceed revenue limit for non-recurring purposes consisting of operational and maintenance expenses, including to maintain current educational programs.","Shall the Northern Ozaukee School District, Ozaukee County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,100,000 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operational and maintenance expenses, including to maintain current educational programs?",
88,6058,Non-Recurring Referendum,,3654,Northwood School District,"Tuesday, November 5, 2024"," $ 3,200,000.00 ",Scot Kelly,1131,1065,Passed,,,"$800,000 each year for 4 years.","$800,000 each year for 4 years.",
89,5978,issue Debt,,3545,Oak Creek-Franklin Joint School District,"Tuesday, November 5, 2024"," $ 34,300,000.00 ",Blaise Paul,13899,9387,Passed,,,"Addition to the 9th Grade Center for a Community Pool, a Competition Pool, and Related Parking Lot and Site Improvements; renovations to the old pool, including converting it to a weight room, safety and security improvements, including to construct an enclosed walkway between the 9th Grade Center and High School","BE IT RESOLVED by the School Board of the Oak Creek-Franklin Joint School District, Milwaukee County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $34,300,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of an addition to the 9th Grade Center for a community pool, a competition pool and related parking lot and site improvements; renovations to the old pool, including to convert it to a weight room; safety and security improvements, including to construct an enclosed walkway between the 9th Grade Center and the High School; district-wide capital maintenance and building infrastructure improvements; and acquisition of furnishings, fixtures and equipment.",
90,6022,Non-Recurring Referendum,,4025,Oakfield School District,"Tuesday, November 5, 2024"," $ 4,400,000.00 ",Jennifer Post,965,1060,Failed,,,Resolution Authorizing the School District Budget to Exceed the Revenue Limit for Nonrecurring Purposes,"Whereas, the Board of Education of the School District of Oakfield Dodge and Fond du Lac Counties, Wisconsin, (the ""District""), hereby adopts this resolution entitled: ""Resolution Authorizing the School District Budget to Exceed The Revenue Limit for Nonrecurring Purposes"" in order to include revenues that exceed the revenue limit set forth in Section 121.91, Wisconsin Statutes, within the District's budget for nonrecurring purposes; and Whereas , the Board of Education deems it to be desirable and in the best interest of the District to exceed the revenue limit set forth in Section 121.91, Wisconsin Statutes, in order to support the District operations and maintenance expenses. Now, Therefore, be it resolved by the school District of Oakfield Board of Education that the Revenues included in the District budget be authorized to exceed the revenue limit specification in Section 121.91, Wisconsin Statutes, by $1,100,000 starting with the 2025-2026 and continuing through the 2028-2029 school year, all for nonrecurring purposes.",
91,6004,issue Debt,,4088,Omro School District,"Tuesday, November 5, 2024"," $ 26,500,000.00 ",Mandy Potratz,2908,2261,Passed,,,"The School District of Omro shall be issued $26,500,000 in general obligation bonds for purpose of district-wide school improvement projects and an addition to the elementary school.","BE IT RESOLVED by the School Board of the School District of Omro, Winnebago and Waushara Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $26,500,000 for the public purpose of paying the cost of a school facility improvement project consisting of: renovations at Omro Middle School and Omro High School, including for safe and secure entrances, classrooms, kitchen and commons space, and construction of an outdoor restroom and concessions; construction of an addition and renovations at Omro Elementary School, including for classrooms and multipurpose space; renovations at H.B. Patch Elementary School, including for a safe and secure entrance; district-wide improvements, including for accessibility updates, capital maintenance, building infrastructure, systems, sitework and traffic safety; and acquisition of furnishings, fixtures and equipment. ",
92,6005,Non-Recurring Referendum,,4088,Omro School District,"Tuesday, November 5, 2024"," $ 9,500,000.00 ",Mandy Potratz,2773,2402,Passed,,,"The School District of Omro may exceed the revenue limit by $1,900,000 per year for five years beginning with the 2024-2025 school year.","BE IT RESOLVED by the School Board of the School District of Omro, Winnebago and Waushara Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,900,000 per year for five years, beginning with the 2024-2025 school year and ending with the 2028-2029 school year, on a non-recurring basis, for operational and maintenance expenses.",
93,5951,Non-Recurring Referendum,,4207,Owen-Withee School District,"Tuesday, November 5, 2024"," $ 1,500,000.00 ",Randy Bergman,1026,706,Passed,,,"Exceed Revenue Cap for 3 years at $500,000 per year.","BE IT RESOLVED by the School Board of the School District of Owen-Withee, Clark and Taylor Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $500,000 per year beginning with the 2024-2025 school year and ending with the 2026-2027 school year, for non-recurring purposes consisting of operational and maintenance expenses.",
94,6021,Non-Recurring Referendum,,4368,Pittsville School District,"Tuesday, November 5, 2024"," $ 6,020,000.00 ",Pam Tesch,1269,1011,Passed,,,Four year non-recurring operational referendum,"Shall the School District of Pittsville, Wood, Jackson, Clark, and Juneau Counties, Wisconsin be authorized to exceed the revenue limit specified in Wis. Stat. § 121.91, by the following amounts in the school years specified: $1,100,000 in 2024-2025; $1,400,000 in 2025-2026; $1,700,000 in 2026-2027 and $1,820,000 in 2027-2028, for non-recurring purposes, such excess to be used to finance the costs of general operations, including maintaining the educational programs of the District as well as facility maintenance/non-capital items for the 2024-2025, 2025-2026, 2026-2027 and 2027-2028 school years?",
95,5992,Recurring Referendum,,4389,Platteville School District,"Tuesday, November 5, 2024"," $ 2,400,000.00 ",Demetri Andrews,3452,3803,Failed,,,RESOLUTION AUTHORIZING THE SCHOOL DISTRICT BUDGET TO EXCEED REVENUE  LIMIT FOR RECURRING PURPOSES FOR OPERATIONAL COSTS,"BE IT RESOLVED by the School Board of the School District of Platteville, Grant, Lafayette and Iowa Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $800,000 for the 2024-2025 school year; by an additional $800,000 for the 2025-2026 school year; and by an additional $800,000 for the 2026-2027 school year (for a total of $2,400,000 and to remain at that amount thereafter), for recurring purposes consisting of ongoing district operational costs.",
96,6029,Non-Recurring Referendum,,4459,Plum City School District,"Tuesday, November 5, 2024"," $ 7,900,000.00 ",Chris Kamrath,567,491,Passed,,,"Non-recurring operational referendum totaling $7,900,000 over 4 years for purposes consisting of facility maintenance and operational expenses.","BE IT RESOLVED by the School Board of the School District of Plum City, Pierce and Pepin Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,750,000 for the 2025-2026 school year, by $1,900,000 for the 2026-2027 school year, by $2,050,000 for the 2027-2028 school year, and by $2,200,000 for the 2028-2029 school year, for non-recurring purposes consisting of facility maintenance and operational expenses.",
97,6059,Issue Debt,,4501,Portage Community School District,"Tuesday, November 5, 2024"," $ 53,050,000.00 ",Peter Hibner,4296,4065,Passed,,,"Renovate middle school, new aquatics facility at high school, and multipurpose gymnasium at high school","Shall the Portage Community School District, Columbia, Marquette and Sauk Counties, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $53,050,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of: construction of additions and renovations at the Middle School, including for classrooms, cafeteria and commons expansion; construction of an addition and renovations at the High School, including for a new aquatics facility, a  multipurpose gymnasium, a secure entrance and a parking lot; district-wide building infrastructure, systems and site improvements; and acquisition of furnishings, fixtures and equipment?",
98,5987,Issue Debt,,4529,Potosi School District,"Tuesday, November 5, 2024"," $ 9,100,000.00 ",Kurt Cohen,694,667,Passed,,,Facility improvement project including possible construction of addition,"BE IT RESOLVED by the School Board of the School District of Potosi, Grant County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $9,100,000 for the public purpose of paying the cost of a school facility improvement project at the district building and grounds consisting of:  renovations and possible construction of additions; capital maintenance, building infrastructure, safety, athletic facility and site improvements; and acquisition of furnishings, fixtures and equipment.",
99,5991,Non-Recurring Referendum,,4543,Prairie du Chien Area School District,"Tuesday, November 5, 2024"," $ 10,000,000.00 ",Vicki Waller,1795,2348,Failed,,,"EXCEED REVENUE LIMIT BY VARYING AMOUNTS FOR FOUR YEARS FOR NON-RECURRING PURPOSES (TOTAL OF $10,000,000)","BE IT RESOLVED by the School Board of the Prairie du Chien Area School District, Crawford County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,000,000 for the 2025-2026 school year, by $2,250,000 for the 2026-2027 school year, by $2,750,000 for the 2027-2028 school year and by $3,000,000 for the 2028-2029 school year, for non-recurring purposes consisting of operational expenses, including maintaining educational programming.",
100,6055,Non-Recurring Referendum,,4571,Prentice School District,"Tuesday, November 5, 2024"," $ 4,800,000.00 ",Wendy Sielaff,825,1016,Failed,,,4 year non-recurring Operational Referendum,"BE IT RESOLVED by the School Board of the School District of Prentice, Price, Oneida and Lincoln Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,200,000 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operational and maintenance expenses, including student programming, facility maintenance and staff salaries and benefits.",
101,6026,Recurring Referendum,,4578,Prescott School District,"Tuesday, November 5, 2024"," $ 1,200,000.00 ",Cara Klatt,2643,2521,Passed,,,Operating Referendum,"BE IT RESOLVED by The School District Number 14, Town of Raymond, Racine County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $750,000 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operational expenses.",
102,5952,Non-Recurring Referendum,,4686,Raymond #14 School District,"Tuesday, November 5, 2024"," $ 3,000,000.00 ",Michael Leach,903,1414,Failed,,,Non-recurring referendum for 4 years,"BE IT RESOLVED by the School Board of the School District Number 14, Town of Raymond, Racine County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $750,000 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operational expenses.",
103,6013,Issue Debt,,4753,Reedsburg School District,"Tuesday, November 5, 2024"," $ 14,000,000.00 ",Debra Michel,4839,4716,Passed,,,"General obligation bonds in an amount not to exceed $14,000,000 to pay the cost of a school improvement project at the High School including an addition and renovations, capital maintenance, systems and site improvements; and acquisition of furnishings, fixtures and equipment.","BE IT RESOLVED by the School Board of the School District of Reedsburg, Sauk and Juneau Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $14,000,000 for the public purpose of paying the cost of a school improvement project at the High School consisting of:  construction of an addition and renovations for construction trades, manufacturing, engineering, agriculture and other classroom areas; capital maintenance, systems and site improvements; and acquisition of furnishings, fixtures and equipment.",
104,6014,Non-Recurring Referendum,,4753,Reedsburg School District,"Tuesday, November 5, 2024"," $ 16,000,000.00 ",Debra Michel,4486,5110,Failed,,,"Non-recurring referendum to exceed revenue limit by $4,000,000 per year for four years","BE IT RESOLVED by the School Board of the School District of Reedsburg, Sauk and Juneau Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $4,000,000 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operational and capital maintenance expenses.",
105,5971,Non-Recurring Referendum,,4865,Rio Community School District,"Tuesday, November 5, 2024"," $ 6,200,000.00 ",Michael Lichucki,1056,793,Passed,,,"Exceed revenue limit for three years for operational expenses ($2,000,000 for 2025-2026, $2,050,000 for 2026-2027 & $2,150,000 for 2027-2028).","Resolution Authorizing the School District Budget to Exceed the Revenue Limit for Three Years for Non-Recurring Purposes:  Shall the Rio Community School District, Columbia County, Wisconsin, be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,000,000 for the 2025-2026 school year, $2,050,000 for the 2026-2027 school year and $2,150,000 for the 2027-2028 school year for non-recurring purposes consisting of operational expenses?",
106,5996,Non-Recurring Referendum,,4904,River Ridge School District,"Tuesday, November 5, 2024"," $ 3,300,000.00 ",Clay Koenig,868,1023,Failed,,,"Referendum to authorize the school district to exceed the revenue limit by $1,100,000 per year for 3 years.  This is non-recurring and is for operational purposes.","BE IT RESOLVED by the School Board of the River Ridge School District, Grant County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statues, by $1,100,000 per year for three years, beginning with the 2024-2025 school year and ending with the 2026-2027 school year, for non-recurring purposes consisting of operational costs to maintain instructional programs, staffing, technology and facilities management. ",
107,6068,Non-Recurring Referendum,,1673,Royall School District,"Tuesday, November 5, 2024"," $ 6,000,000.00 ",Scott Uppena,1043,978,Passed,,,"$1,500,000.00 Non-recurring referendum for 4 years","The district will be asking for $1,500,000.00 for 4 years with a non-recurring referendum.",
108,5982,Non-Recurring Referendum,,5026,Saint Francis School District,"Tuesday, November 5, 2024"," $ 10,200,000.00 ",Jackson Parker,3362,2154,Passed,,,"Non-Recurring referendum to exceed revenue limit by $600,000 2024-25 and $2,400,000 for 2025-26 through 2028-29 for operational purposes.","BE IT RESOLVED by the School Board of the Saint Francis School District, Milwaukee County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $600,000 for the 2024-2025 school year and by $2,400,000 per year for the 2025-2026 school year through the 2028-2029 school year, for non-recurring purposes consisting of operation and maintenance expenses, including for safety, educational programming, technology upgrades and staff retention.",
109,6066,Non-Recurring Referendum,,5130,Sevastopol School District,"Tuesday, November 5, 2024"," $ 18,250,000.00 ",Tasha Rass,1941,1660,Passed,,,"Resolution authorizing the School District of Sevastopol to Exceed the Revenue Limit for Four Years for Non-Recurring Purposes by $4,250,000 for the 2025-2026 school year, by $4,500,000 for the 2026-2027 school year, by $4,750,000 for the 2027-2028 school year and by $4,750,000 for the 2028-2029 school year.","Shall the School District of Sevastopol, Door County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $4,250,000 for the 2025-2026 school year, by $4,500,000 for the 2026-2027 school year, by $4,750,000 for the 2027-2028 school year and by $4,750,000 for the 2028-2029 school year, for non-recurring purposes consisting of maintaining educational programs and paying operational and maintenance expenses?",
110,5980,Issue Debt,,5264,Shawano School District,"Tuesday, November 5, 2024"," $ 51,230,000.00 ",Brian Kadlec,5565,3739,Passed,,,School Facilities Improvement Project,"Initial Resolution authorizing general obligation bonds in an amount not to exceed $51,230,000 Said Initial Resolution was adopted pursuant to the provision of Chapter 67 of the Wisconsin Statutes to authorize a borrowing in an amount not to exceed $51,230,000 through the issuance of general obligation bonds of the District for the public purpose of paying the cost of a school facility improvement project consisting of: construction of additions and renovations at Shawano Community High School, including for classrooms, technical education, performing arts, physical education and the swimming pool; construction of and improvements to outdoor athletic fields and facilities at the High School; district-wide capital maintenance, building infrastructure, systems and site improvements' remodeling at Olga Brener Intermediate School, including for classrooms and district administration relocation, and acquisition of furnishings, fixtures and equipment.",
111,5958,Issue Debt,,5271,Sheboygan Area School District,"Tuesday, November 5, 2024"," $ 121,000,000.00 ",Jenny Heus,19812,10493,Passed,,,"General obligation bonds in an amount not to exceed $121,000,000 for paying the cost of a school building and facility improvement project consisting of construction of additions and renovations for new Farnsworth Middle School and Urban Middle School buildings.","Question:  Shall the Sheboygan Area School District, Sheboygan and Manitowoc Counties, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $121,000,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of: construction of additions and renovations for new Farnsworth Middle School and Urban Middle School buildings at the current sites, and demolition of portions of the existing buildings; site, outdoor recreation space and traffic flow improvements; and acquisition of furnishings, fixtures and equipment?",
112,6033,Issue Debt,,5278,Sheboygan Falls School District,"Tuesday, November 5, 2024"," $ 78,300,000.00 ",Dawn Laboy,3207,4071,Failed,,,"The first question asks voters to approve general obligation bonds in an amount not to exceed $78.3 million. These funds would go toward Elementary and High School improvement projects, including the addition of a Community Fitness Center, a new four-year-old kindergarten and childcare space at the Elementary School, a career and technical education addition at the High School, the replacement of basic building systems, and safety and security upgrades. There would also be upgrades to educational spaces and improvements to building finishes.","INITIAL RESOLUTION NUMBER I AUTHORIZING GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $78,300,000 - BE IT RESOLVED by the School Board of the School District of Sheboygan Falls, Sheboygan County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $78,300,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of additions and renovations at the High School, including for science, career and technical education, special education, and physical education, including a fitness center, and removal of a portion of the existing building; construction of additions and renovations at the Elementary School, including for a secure entrance and early childhood learning classrooms; districtwide safety, security, capital maintenance, physical education and site improvements; and acquisition of furnishings, fixtures and equipment.",
113,6073,Issue Debt,,5279,Sheboygan Falls School District,"Tuesday, November 5, 2024"," $ 21,500,000.00 ",Dawn Laboy,3622,3792,Failed,,,"The second question asks voters to approve general obligation bonds in an amount not to exceed $21.5 million. These funds would go toward recreation and athletic improvement projects, including a new auxiliary gymnasium ($14.9 million) and improvements to outdoor athletic facilities ($6.6 million).","INITIAL RESOLUTION NUMBER II AUTHORIZING GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $21,500,000 - BE IT RESOLVED by the School Board of the School District of Sheboygan Falls, Sheboygan County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $21,500,000 for the public purpose of paying the cost of a school building and facility improvement project at the High School consisting of: construction of an auxiliary gymnasium addition and a multi-sport turf field and track; site improvements; and acquisition of fixtures and equipment.",
114,5942,Non-Recurring Referendum,,5306,Shell Lake School District,"Tuesday, November 5, 2024"," $ 4,260,000.00 ",Todd Felhofer,1051,1108,Failed,,,To exceed the revenue limit for 4 years on a non-recurring basis.,"BE IT RESOLVED by the School Board of the School District of Shell Lake, Washburn, Burnett and Barron Counties, Wisconsin, that the final school district budget shall include the amounts set forth below in excess of the revenue limits imposed by Section 121.91 of the Wisconsin Statutes each year for a period of four years on a non-recurring basis for the purpose of paying expenses related to ongoing operational costs to include maintaining educational programming, educational resources, staffing and maintenance needs as follows: $650,000 for the 2025-26 school year, $935,000 for the 2026-27 school year, $1,200,000 for the 2027-28 school year and $1,475,000 for the 2028-29 school year.",
115,6056,Issue Debt,,5376,Siren School District,"Tuesday, November 5, 2024"," $ 1,400,000.00 ",Laura Lessard,1221,621,Passed,,,Capital maintenance and building infrastructure improvements.,"Be it resolved by the School Board of the School District of Siren, Burnett County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $1,400,000.00 for the public purpose of paying the cost of a school facility improvement project consisting of:  capital maintenance and building infrastructure improvements, including roof and boiler replacement; and acquisition of related equipment.",
116,6063,Issue Debt,,4522,South Shore School District,"Tuesday, November 5, 2024"," $ 14,750,000.00 ",Diana Reijo,826,584,Passed,,,"The South Shore School District shall pursue an initial resolution authorizing general obligation bonds not to exceed $14,750,000 for the purpose of paying the cost of a school building and facility improvement project including addition, renovation, secure entrance and office, library and fitness center and capital maintenance of building infrastructure, HVAC, accessibility, etc. ","BE IT RESOLVED by the School Board of the South Shore School District, Bayfield County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $14,750,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of: construction of additions and renovations at the school building and site, including a secure entrance and office, classrooms, library and fitness center; capital maintenance of building infrastructure, heating, ventilation and electrical system upgrades, accessibility, safety and site improvements; and acquisition of furnishings, fixtures and equipment.",
117,5977,Issue Debt,,5460,Sparta Area School District,"Tuesday, November 5, 2024"," $ 87,000,000.00 ",Wendy Markgren,4991,3981,Passed,,,"Construction of an addition and renovations to Sparta High School; demolition of a portion of the current high school building; renovations, site improvements and capital maintenance at District buildings, including ADA, safety and security upgrades; and acquisition of related furnishings, fixtures, technology and equipment.","BE IT RESOLVED by the School Board of the Sparta Area School District, Monroe and Jackson Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $87,000,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of an addition and renovations to Sparta High School; demolition of a portion of the current high school building; renovations, site improvements and capital maintenance at District buildings, including ADA, safety and security upgrades; and acquisition of related furnishings, fixtures, technology and equipment.",
118,6000,Recurring Referendum,,5656,Sun Prairie Area School District,"Tuesday, November 5, 2024"," $ 25,000,000.00 ",Tara Zuelzke,17095,12809,Passed,,,"consist of $7 million dollars to ensure that staff compensation and benefits remain above the Dane County average over the next five years, $4 million dollars to be allocated to educational programming to ensure that we meet the needs of each child, and $14 million dollars allocated to existing budgetary expenses.  ","BE IT RESOLVED by the School Board of the Sun Prairie Area School District, Dane and Columbia Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $25,000,000 beginning with the 2024-2025 school year, for recurring purposes consisting of expenses to provide for staff compensation and benefits, for educational programming, and to maintain operations.",
119,6048,Non-Recurring Referendum,,5663,Superior School District,"Tuesday, November 5, 2024"," $ 18,500,000.00 ",David See,9209,7924,Passed,,,"Shall the School District of Superior, Douglas County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,500,000 per year for the 2024-2025 school year and the 2025-2026 school year, by $3,500,000 for the 2026-2027 school year, by $4,500,000 for the 2027-2028 school year and by $5,500,000 for the 2028-2029 school year, for non-recurring purposes consisting of operational and maintenance expenses, including for educational programming, facility maintenance and security updates? ","Shall the School District of Superior, Douglas County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,500,000 per year for the 2024-2025 school year and the 2025-2026 school year, by $3,500,000 for the 2026-2027 school year, by $4,500,000 for the 2027-2028 school year and by $5,500,000 for the 2028-2029 school year, for non-recurring purposes consisting of operational and maintenance expenses, including for educational programming, facility maintenance and security updates?",
120,6016,Issue Debt,,5747,Tomah Area School District,"Tuesday, November 5, 2024"," $ 177,335,000.00 ",Michelle Clark,3959,6489,Failed,,,"Issue debt in an amount not to exceed $177,335,000 for the public purpose of paying the cost of a school building and facility improvement projects.","BE IT RESOLVED by the School Board of the Tomah Area School District, Monroe, Juneau and Jackson Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $177,335,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of: acquisition of land for and construction of a new High School building and campus, including an auditorium and site improvements; renovations at the current High School building to convert it to the Middle School; renovations at the current Middle School building to convert it to an Elementary School; renovations at La Grange Elementary School for early childhood education and Montessori classrooms; district-wide capital improvements; acquisition of furnishings, fixtures and equipment; and possible removal of and related sitework at Lemonweir and Miller Elementary Schools, Tomah Area Montessori School, Robert Kupper Learning Center and the district office building.",
