OriginalReferendumId,ReferendumTypeCode,PrimaryContactId,AgencyCode,AgencyName,VoteDate, Amount ,ReferendaContact,YesVotes,NoVotes,ReferendumStatusCode,IsCertificationReceived,IsDpiReviewed,BriefDescription,FullDescription,ModifiedDate
5908,Recurring Referendum,263,4571,Prentice School District,"Tuesday, April 2, 2024"," $ 1,800,000.00 ",Randy Bergman,421,568,Failed,FALSE,FALSE,"District Operations, student programming, facility maintenance and staff salaries and benefits","BE IT RESOLVED by the School Board of the School District of Prentice, Price, Oneida and Lincoln Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,800,000 beginning with the 2024-2025 school year, for recurring purposes consisting of operational and maintenance expenses, including for student programming, facility maintenance and staff salaries and benefits.",1/23/24 14:39
5892,Recurring Referendum,981,4578,Prescott School District,"Tuesday, April 2, 2024"," $ 1,200,000.00 ",Prescott Finance,986,998,Failed,FALSE,FALSE,requesting authorization to exceed the revenue limit,"Shall the School District of Prescott, Pierce County, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $1,200,000 beginning with the 2024-2025 school year, for recurring purposes consisting of ongoing district operational costs?",1/18/24 12:50
5817,Issue Debt,8349,4781,Rhinelander School District,"Tuesday, April 2, 2024"," $ 26,000,000.00 ",Robert Thom,3637,1864,Passed,FALSE,FALSE,"Issue general obligation bonds in an amount not to exceed $26,000,000 for the public purpose of paying the cost of a school building and facility improvement project.","INITIAL RESOLUTION AUTHORIZING 
GENERAL OBLIGATION BONDS IN AN 
AMOUNT NOT TO EXCEED $26,000,000

BE IT RESOLVED by the School Board of the School District of Rhinelander, Oneida, Lincoln and Langlade Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $26,000,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  construction of additions and renovations at Rhinelander High School, including for technical education, classrooms and labs; construction of additions, renovations, safety, security and site improvements at James Williams Middle School, including for technical education and classrooms; district-wide capital maintenance, infrastructure improvements and accessibility updates; and acquisition of furnishings, fixtures and equipment.

Adopted and recorded November 20, 2023.",11/21/23 9:52
5850,Issue Debt,5761,4795,Rib Lake School District,"Tuesday, April 2, 2024"," $ 19,500,000.00 ",Travis Grubbs,677,522,Passed,FALSE,FALSE,"District-wide building maintenance, building infrastructure and site improvements along with construction of additional connecting the middle and high schools, a safe secure entrance and a replacement gymnasium and renovations in the middle and high schools for academic spaces, band and choir spaces, technical education area, kitchen and cafeteria, office and fitness center.","Shall the School District of Rib Lake, Taylor and Price Counties, Wisconsin be authorized
to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $19,500,000 for the public purpose of paying the cost of a school facility improvement project consisting of: district-wide building maintenance, building infrastructure, systems and site improvements; construction of an addition to connect the Middle and High Schools, including a safe and secure entrance and replacement gymnasium; renovations at the Middle and High Schools, including for academics, band and choir spaces, a technical education area, kitchen and cafeteria, office and a fitness center; and acquisition of furnishings, fixtures and equipment?",1/2/24 10:57
5913,Issue Debt,6237,4851,Richland School District,"Tuesday, April 2, 2024"," $ 27,160,000.00 ",Jon Bosworth,1156,1148,Passed,FALSE,FALSE,"Shall the Richland School District, Richland County, Wisconsin be authorized to

issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to

exceed $27,160,000 for the public purpose of paying the cost of a school facility improvement project

consisting of: district-wide safety, security and site improvements and Americans with Disabilities Act

compliance updates; remodeling and upgrades to District technical education space; roofing

improvements at the High School; district-wide capital maintenance, infrastructure and HVAC

improvements, including adding air conditioning to the school buildings where needed; auditorium

upgrades; and acquisition of furnishings, fixtures and equipment?","Shall the Richland School District, Richland County, Wisconsin be authorized to

issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to

exceed $27,160,000 for the public purpose of paying the cost of a school facility improvement project

consisting of: district-wide safety, security and site improvements and Americans with Disabilities Act

compliance updates; remodeling and upgrades to District technical education space; roofing

improvements at the High School; district-wide capital maintenance, infrastructure and HVAC

improvements, including adding air conditioning to the school buildings where needed; auditorium

upgrades; and acquisition of furnishings, fixtures and equipment?",1/24/2024 15:47
5912,Non-Recurring Referendum,6237,4851,Richland School District,"Tuesday, April 2, 2024"," $ 9,800,000.00 ",Jon Bosworth,1223,1076,Passed,FALSE,FALSE,"Shall the Richland School District, Richland County, Wisconsin be authorized to

exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,300,000 for the 2024-

2025 school year, by $2,400,000 for the 2025-2026 school year, by $2,500,000 for the 2026-2027 school

year and by $2,600,000 for the 2027-2028 school year, for non-recurring purposes consisting of expenses

related to ongoing educational programming, to pay compensation, and to sustain District operations?","Shall the Richland School District, Richland County, Wisconsin be authorized to

exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,300,000 for the 2024-

2025 school year, by $2,400,000 for the 2025-2026 school year, by $2,500,000 for the 2026-2027 school

year and by $2,600,000 for the 2027-2028 school year, for non-recurring purposes consisting of expenses

related to ongoing educational programming, to pay compensation, and to sustain District operations?",1/24/2024 15:46
5826,Recurring Referendum,532,4893,River Falls School District,"Tuesday, February 20, 2024"," $ 3,000,000.00 ",Lynette Edwards,2586,1940,Passed,FALSE,FALSE,"Exceed the revenue limit by $1,000,000 in the 2024-25 school year, by an additional $1,000,000  (total of $2,000,000) in the 2025-26 school year, and by an additional $1,000,000 (total of $3,000,000 and remain at that amount) in the 2026-27 school year and thereafter.","Exceed the revenue limit by $1,000,000 in the 2024-25 school year, by an additional $1,000,000  (total of $2,000,000) in the 2025-26 school year, and by an additional $1,000,000 (total of $3,000,000 and remain at that amount) in the 2026-27 school year and thereafter, for recurring purposes consisting of operational expenses, including to maintain curriculum programs and services, to retain staff, and to provide for safety, security, transportation, utilities and technology.",12/12/23 17:12
5827,Issue Debt,532,4893,River Falls School District,"Tuesday, February 20, 2024"," $ 28,000,000.00 ",Lynette Edwards,2289,2231,Passed,FALSE,FALSE,"Issue GO Bonds in an amount not to exceed $28,000,000 for facility improvements.","Issue General Obligation Bonds in an amount not to exceed $28,000,000 for facility improvements including district wide safety, security, building systems, ground and infrastructure improvements, construction of a bus and vehicle maintenance shop and related facilities, construction of an addition for a multi-purpose indoor facility and renovation at the High School and acquisition of furnishings, fixtures and equipment.",12/12/23 16:58
5918,Recurring Referendum,1030,4904,River Ridge School District,"Tuesday, April 2, 2024"," $ 6,500,000.00 ",Tracy Stagman,397,513,Failed,FALSE,FALSE,"Referendum to authorize exceeding Revenue Limit for $1,250,000 recurring and by an additional $250,000 thereafter in the next 3 years purposes consisting of operational costs to maintain instructional programs, staffing, technology, and Facilities Management","""Shall the River Ridge School District Grant County Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statues, by $1,250,000 for the 2024-2025 school year, and by an additional $250,000 a year in each of the following years, in the 2025-2026 school year (for a total of $1,500,000), in the 2026-2027 School Year ( for a total of $1,750,000.00) and in the 2027-2028 school year (for a total of $2,000,000 and to remain at that amount thereafter) for recurring purposes consisting of operational costs to maintain instructional programs, staffing, technology and Facilities Management?""",1/31/24 15:21
5830,Issue Debt,5251,5523,River Valley School District,"Tuesday, April 2, 2024"," $ 14,500,000.00 ",Scott Moore,1090,2153,Failed,FALSE,FALSE,"Issue debt for a school building project at the High School consisting of:  construction of a performing arts center addition and a safe and secure entrance; remodeling and ADA compliance updates, including to the performing arts commons and stage areas; site improvements and other associated work; and acquisition of furnishings, fixtures and equipment.","BE IT RESOLVED by the School Board of the River Valley School District, Sauk, Iowa, Richland and Dane Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $14,500,000 for the public purpose of paying the cost of a school building project at the High School consisting of:  construction of a performing arts center addition and a safe and secure entrance; remodeling and ADA compliance updates, including to the performing arts commons and stage areas; site improvements and other associated work; and acquisition of furnishings, fixtures and equipment.",12/15/23 9:54
5829,Issue Debt,5251,5523,River Valley School District,"Tuesday, April 2, 2024"," $ 19,500,000.00 ",Scott Moore,1498,1757,Failed,FALSE,FALSE,"Issue debt to create a single River Valley School District campus; building infrastructure, site improvements, ADA accessibility updates and other associated work; and acquisition of furnishings, fixtures and equipment.","BE IT RESOLVED by the School Board of the River Valley School District, Sauk, Iowa, Richland and Dane Counties, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $19,500,000 for the public purpose of paying the cost of a school building and facility improvement project consisting of:  renovations at the Elementary, Middle and High Schools; construction of safe and secure entrances/offices at the Elementary and Middle Schools; construction of an addition for a replacement gymnasium at the Middle School, to create a single River Valley School District campus; building infrastructure, site improvements, ADA accessibility updates and other associated work; and acquisition of furnishings, fixtures and equipment.",12/15/23 9:52
5846,Non-Recurring Referendum,1011,5138,Seymour Community School District,"Tuesday, April 2, 2024"," $ 15,000,000.00 ",Daneen Hansen,1185,1153,Passed,FALSE,FALSE,3 Year non recurring referendum,"Shall the Seymour Community School District, Outagamie and Shawano Counties, Wisconsin be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $3,800,000 for the 2024-2025 school year, by $5,200,000 for the 2025-2026 school year, and by $6,000,000 for the 2026-2027 school year, for non-recurring purposes consisting of operational and maintenance expenses, including expenses related to staffing and to maintain programs and services?",12/21/23 12:33
5874,Issue Debt,614,5264,Shawano School District,"Tuesday, April 2, 2024"," $ 54,500,000.00 ",Denise Guex,1762,1837,Failed,FALSE,FALSE,Facilities Improvement Project,"INITIAL RESOLUTION AUTHORIZING GENERAL OBLIGATION BONDS IN AN AMOUNT NOT TO EXCEED $54,500,000   Said Initial Resolution was adopted pursuant to the provisions of Chapter 67 of the Wisconsin Statutes to authorize a borrowing in an amount not to exceed $54,500,000 through the issuance of general obligation bonds of the District for the public purpose of paying the cost of a school facility improvement project consisting of: renovations, additions, building infrastructure and systems improvements at Shawano Community High School, including for classrooms, technical education, fitness, performing arts, the outdoor athletic facility and swimming pool; building infrastructure, systems and ADA accessibility improvements at Olga Brener Intermediate School; renovations and building infrastructure improvements at the Hillcrest Primary School building, including for classrooms and early childhood education space; capital maintenance improvements at Shawano Community Middle School; districtwide site improvements; and districtwide acquisition of furnishings, fixtures and equipment.",1/15/24 9:38
5824,Issue Debt,970,5348,Shiocton School District,"Tuesday, February 20, 2024"," $ 35,800,000.00 ",Michael Sippert,601,789,Failed,FALSE,FALSE,District wide school building and facility improvement,"BE IT RESOLVED by the School Board of the School District of Shiocton, Outagamie County, Wisconsin that there shall be issued pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $35,800,000 for the public purpose of paying the cost of a District-wide school building and facility improvement project consisting of:  construction of additions, including for technical education, a gymnasium, band and choir, a child care center, district offices and safe and secure entrances; renovations, capital maintenance, building infrastructure, systems and site improvements, including playground equipment and updates; and acquisition of furnishings, fixtures and equipment.",12/12/23 11:38
5823,Non-Recurring Referendum,970,5348,Shiocton School District,"Tuesday, February 20, 2024"," $ 7,400,000.00 ",Michael Sippert,742,644,Passed,FALSE,FALSE,Operational Referendum,"BE IT RESOLVED by the School Board of the School District of Shiocton, Outagamie County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $2,200,000 for the 2024-2025 school year, by $2,500,000 for the 2025-2026 school year and by $2,700,000 for the 2026-2027 school year, for non-recurring purposes consisting of ongoing operational expenses necessary to maintain the educational programs of the District.",12/12/23 11:37
5867,Non-Recurring Referendum,8817,5439,South Milwaukee School District,"Tuesday, April 2, 2024"," $ 10,000,000.00 ",Daniel Arnold,2477,1829,Passed,FALSE,FALSE,"5 year non-recurring referendum for recurring costs / staff retention, safety/security, k-12 articulated pathways, and technology","BE IT RESOLVED by the School Board of South Milwaukee School District, Milwaukee County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statues, on a non-recurring basis, by $2,000,000 per year for five years, beginning with the 2024-2025 school year and ending with the 2028-2029 school year, for operational and maintenance expenses, including for safety, educational programing, technology and staff retention.",1/11/24 14:53
5898,Non-Recurring Referendum,706,2485,Southwestern Wisconsin School District,"Tuesday, April 2, 2024"," $ 3,000,000.00 ",John Costello,560,430,Passed,FALSE,FALSE,The Southwestern Wisconsin Community School District is asking for authority to exceed the revenue caps for operational purposes.,"Be it resolved by the School Board of the Southwestern Wisconsin Community School District, Grant and Lafayette Counties, Wisconsin, that the school district be authorized to exceed the revenue limit specified in Section 121.91(2m), Wisconsin Statutes by $750,000 per year beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for the non recurring purpose of providing for the operational needs of the school district. Adopted this 10 day of January, 2024.",1/21/24 13:31
5873,Non-Recurring Referendum,1027,5460,Sparta Area School District,"Tuesday, April 2, 2024"," $ 1,500,000.00 ",Leah Hauser,1858,1386,Passed,FALSE,FALSE,"For operational expenses including for maintenance, safety, security, technology, staff compensation and benefits.","For operational expenses including for maintenance, safety, security, technology, staff compensation and benefits.",1/12/24 14:51
5897,Issue Debt,947,5593,Stanley-Boyd Area School District,"Tuesday, April 2, 2024"," $ 23,000,000.00 ",Renee Mahal,399,1146,Failed,FALSE,FALSE,"School building and facility improvements consisting of: Gymnasium, locker rooms and commons, relocation of district office.","For the public purpose of paying the cost of a school building and facility improvement project at the district's main campus consisting of: construction of an addition for a gymnasium, locker rooms and commons; relocation of the district office; district-wide renovations, capital maintenance, building infrastructure and site improvements; and acquisition of furnishings, fixtures and equipment.",1/19/24 15:41
5825,Recurring Referendum,652,5607,Stevens Point Area Public School District,"Tuesday, April 2, 2024"," $ 14,000,000.00 ",Michael Kurtz,7533,7029,Passed,FALSE,FALSE,Maintain general operations,"BE IT RESOLVED by the School Board of the Stevens Point Area Public School District, Portage and Wood Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $8,750,000 for the 2024-2025 school year, and by an additional $5,250,000 (for a total of $14,000,000) for the 2025-2026 school year and thereafter, for recurring purposes to pay operating costs for retention of staff, to enhance safety and security, to maintain technology and infrastructure, to maintain academic programs, to address behavior and mental health support, to maintain district facilities, and for other operational expenses.",12/12/23 14:48
5895,Recurring Referendum,223,5621,Stoughton Area School District,"Tuesday, April 2, 2024"," $ 6,100,000.00 ",Kristopher Eberle,3640,2293,Passed,FALSE,FALSE,To exceed the revenue limit for operational needs.,"BE IT RESOLVED by the School Board of the Stoughton Area School District, Dane and Rock Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $4,300,000 for the 2024-2025 school year; by an additional $600,000 (for a total of $4,900,000) for the 2025-2026 school year; by an additional $600,000 (for a total of $5,500,000) for the 2026-2027 school year; and by an additional $600,000 (for a total of $6,100,000) for the 2027-2028 school year and thereafter for recurring purposes.",1/19/24 13:21
5900,Non-Recurring Referendum,8590,5726,Thorp School District,"Tuesday, April 2, 2024"," $ 3,600,000.00 ",Brooke Rosemeyer,299,528,Failed,FALSE,FALSE,"Operational costs that will include programming needs, resources, staffing and low cost maintenance needs.","BE IT RESOLVED by the School Board of the School District of Thorp, Clark and Taylor Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $900,000 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposes consisting of operational and maintenance expenses.",1/22/24 9:49
5891,Non-Recurring Referendum,513,126,Tomorrow River School District,"Tuesday, April 2, 2024"," $ 2,700,000.00 ",Rebecca Galvin,902,844,Passed,FALSE,FALSE,"Exceed revenue limit by $900,000 for each of three years for non-recurring purposes.","BE IT RESOLVED by the School Board of the School District of the Tomorrow River, Portage County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $900,000 per year, for the 2024-2025 school year through the 2026-2027 school year, for non-recurring purposes.",1/18/24 10:31
5834,Non-Recurring Referendum,971,5866,Valders Area School District,"Tuesday, April 2, 2024"," $ 3,900,000.00 ",Michelle Lillibridge,856,953,Failed,FALSE,FALSE,"Operational expenses related to SRO, Math Interventionist, English Language Coord; technology upgrades; support for student behavior.","RESOLUTION TO EXCEED REVENUE CAP COMMENCING WITH THE 2024-25 SCHOOL YEAR BY AN AMOUNT OF $1,300,000
BE IT RESOLVED by the School Board of the Valders Area School District, Manitowoc County, Wisconsin, that the final school district budget shall include an amount not to exceed $1,300,000 in excess of the revenue limits imposed by Section 121.91 of the Wisconsin Statutes each year for a period of three years on a non-recurring basis, beginning with the 2024-25 school year and ending with the 2026-27 school year, for the purpose of paying District operating expenses including funds for a school resource officer, a math interventionist, an English language coordinator and to maintain and improve staff, improve and upgrade district technology and to explore opportunities to support student behavior needs.",12/19/23 8:51
5835,Non-Recurring Referendum,520,6022,Walworth J1 School District,"Tuesday, April 2, 2024"," $ 3,960,000.00 ",Karie Bourke,603,492,Passed,FALSE,FALSE,"a non-recurring four year referendum of $990,000 in 2024-2025, $990,000 in 2025-2026, $990,000 in 2026-2027, and $990,000 in 2027-2028.","BE IT RESOLVED by the Walworth Jt. School District #1, in the Village of Walworth, Town of Walworth, Village of Fontana, Town of Sharon, and Town of Linn, Walworth County, be authorized to exceed the revenue limit specified in Section 121.91(2m), Wisconsin Statutes, by $990,000 in the 2024-2025 school year, $990,000 in the 2025-2026 school year, $990,000 in the 2026-2027 school year, and $990,000 in the 2027-2028 school year for non-recurring purposes for the paying the ongoing operational expenses of the school district.",12/19/23 9:34
5847,Non-Recurring Referendum,511,6104,Washington-Caldwell School District,"Tuesday, April 2, 2024"," $ 1,800,000.00 ",Rachel Opgenorth,383,302,Passed,FALSE,FALSE,"$450,000 for 4 years, beginning with 2024-25 for non-recurring purposes consisting of operational and manintenance expenses.","Be It Resolved by the School Board of the Washington-Caldwell School District, Racine and Waukesha Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $450,000.00 per year for four years, beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non-recurring purposis consisting of operational and maintenance expenses.",12/21/23 15:28
5885,Non-Recurring Referendum,978,6113,Waterford Graded J1 School District,"Tuesday, April 2, 2024"," $ 20,000,000.00 ",Jessica Andersen,1543,2493,Failed,FALSE,FALSE,"Exceed revenue limit by $4,000,000 for five years.","BE IT RESOLVED by the School Board of the Waterford Graded School District Joint No. 1, Racine County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $4,000,000 per year for five years, beginning with the 2024-2025 school year and ending with the 2028-2029 school year, for non-recurring purposes consisting of operational and maintenance expenses.",1/16/24 17:16
5821,Issue Debt,970,6083,Waterford UHS School District,"Tuesday, February 20, 2024"," $ 14,160,000.00 ",Maryann Schultz,2212,2635,Failed,FALSE,FALSE,"Authorize a borrowing in an amount not to exceed $14,160,000 through the issuance of general obligation bonds of the District for the public purpose of paying the cost of Athletic facility improvement","BE IT RESOLVED  by the School Board of the Waterford Union High School District, Racine and Waukesha Counties, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $14,160,000 for the public purpose of paying the cost of upgrades to the stadium and soccer field: the construction of softball fields and restroom facility: parking, ADA accessibility and site improvements: and the acquisition of fixtures and equipment.",12/12/23 11:57
5820,Issue Debt,970,6083,Waterford UHS School District,"Tuesday, February 20, 2024"," $ 77,800,000.00 ",Maryann Schultz,1883,2955,Failed,FALSE,FALSE,"Authorize a borrowing in an amount not to exceed $77,800,000 through the issuance of general obligation bonds of the District for the public purpose of paying the cost of a building and facility improvement.","BE IT RESOLVED  by the School Board of the Waterford Union High School District, Racine and Waukesha Counties, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $77,800,000 for the public purpose of paying the cost of a school building and facility improvement project at the high school. Project consisting of: the construction of additions for career and technical education, large group instruction, event space and a replacement gymnasium: renoviations, infrastructure updates and capital maintenance improvements, including consoliduation of the support services and main offices: construction of a fine arts suite and a secure entrance, along with the demolition of the current receiving area, district-owned apartment buildings and former elementary school: parking, safety, ADA accessibility and site improvements and the acquisition of furnishings, fixtures and equipment",12/12/23 11:53
5860,Non-Recurring Referendum,333,6321,Westby Area School District,"Tuesday, April 2, 2024"," $ 3,600,000.00 ",Sandy Malliet,1011,654,Passed,FALSE,FALSE,Exceed Revenue Limit to sustain educational programs and to operate the District,"BE IT RESOLVED by the School Board of the Westby Area School District, Vernon, La Crosse and Monroe Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statues, by $1,200,000 per year for three years, beginning with the 2024-2025 school year and ending with the 2026-2027 school year, for non-recurring purposes to sustain educational programs and to operate the District.",1/11/24 9:56
5857,Non-Recurring Referendum,695,6482,Williams Bay School District,"Tuesday, April 2, 2024"," $ 4,500,000.00 ",Jennifer Frederick,871,530,Passed,FALSE,FALSE,Operational,"3 year non-recurring operating referendum $1.25M, $1.5M, $1.75M",1/10/24 8:32
5822,Non-Recurring Referendum,970,6545,Wilmot UHS School District,"Tuesday, February 20, 2024"," $ 7,500,000.00 ",David Betz,1241,1477,Failed,FALSE,FALSE,"Operational referendum to exceed the revenue limit by $2,000,000 for the 2024-2025 school year; by $2,500,000 for the 2025-2026 school year; and by $3,000,000 for the 2026-2027 school year, for non-recurring purposes consisting of operational and maintenance expenses.","BE IT RESOLVED by the School Board of the Wilmot Union High School District, Kenosha County, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit by $2,000,000 for the 2024-2025 school year; by $2,500,000 for the 2025-2026 school year; and by $3,000,000 for the 2026-2027 school year, for non-recurring purposes consisting of operational and maintenance expenses.",12/12/23 11:41
5831,Non-Recurring Referendum,5348,469,Wisconsin Heights School District,"Tuesday, April 2, 2024"," $ 12,800,000.00 ",Derek Sliter,1051,797,Passed,FALSE,FALSE,Four year non-recurring purpose - Exceed Revenue cap for general operating costs.,"BE IT RESOLVED by the School Board of the Wisconsin Heights School District, Dane and Iowa Counties, Wisconsin that the revenues included in the School District budget be authorized to exceed the revenue limit specified in Section 121.91, Wisconsin Statutes, by $3,200,000 per year beginning with the 2024-2025 school year and ending with the 2027-2028 school year, for non- recurring purposes consisting of sustaining educational programming and operational expenses.",12/15/23 10:17
